D 67.68 48.25
D 67.58 48.10
D 67.60 48.07
D 67.63 48.10
D 67.65 48.00
D 67.58 47.83
D 67.57 47.82
D 67.47 47.93
D 67.43 47.95
D 67.33 47.77
D 67.23 47.78
D 67.18 47.68
D 67.12 47.75
D 67.03 47.75
D 66.98 47.70
D 66.93 47.58
D 66.88 47.60
D 66.87 47.57
D 66.90 47.57
D 66.92 47.40
D 66.85 47.05
D 66.85 46.95
D 66.83 46.92
D 66.82 46.58
D 66.77 46.50
D 66.73 46.38
D 66.78 46.48
D 66.82 46.53
D 66.83 46.60
D 66.87 46.57
D 66.82 46.03
D 66.85 45.98
D 66.90 45.82
D 66.97 45.78
D 67.08 45.65
D 67.17 45.60
D 67.28 45.13
D 67.35 44.92
D 67.48 44.95
D 67.58 45.15
D 67.58 45.30
D 67.60 45.33
D 67.68 45.35
D 67.70 45.30
D 67.73 45.38
D 67.77 45.62
D 67.77 45.82
D 67.80 46.15
D 67.83 46.33
D 67.80 46.67
D 67.82 46.72
D 67.92 46.72
D 67.93 46.65
D 68.00 46.57
D 68.10 46.55
D 68.10 46.47
D 68.12 46.52
D 68.13 46.53
D 68.22 46.35
D 68.20 46.33
D 68.22 46.28
D 68.32 46.10
D 68.32 46.03
D 68.43 45.93
D 68.45 45.95
D 68.45 46.02
D 68.47 46.00
D 68.57 45.27
D 68.57 44.80
D 68.53 44.20
D 68.53 44.07
D 68.58 43.85
D 68.63 43.75
D 68.63 43.63
D 68.68 43.50
D 68.68 43.37
D 68.67 43.27
D 68.62 43.32
D 68.47 43.73
D 68.40 44.00
D 68.28 44.23
D 68.03 44.18
D 68.05 44.28
D 68.07 44.42
D 68.05 44.33
D 68.00 44.15
D 67.98 44.15
D 67.98 44.22
D 67.97 44.13
D 67.95 44.13
D 67.92 44.13
D 67.93 44.22
D 67.92 44.27
D 67.88 44.20
D 67.88 44.10
D 67.88 44.08
D 67.78 44.13
D 67.70 44.07
D 67.70 44.15
D 67.68 44.15
D 67.65 44.12
D 67.68 44.08
D 67.67 44.03
D 67.43 43.82
D 67.33 43.75
D 67.22 43.75
D 67.20 43.78
D 67.17 43.90
D 67.18 44.03
D 67.17 44.17
D 67.08 44.27
D 67.10 44.38
D 67.05 44.30
D 67.02 44.40
D 66.93 44.48
D 66.92 44.52
D 66.90 44.47
D 66.83 44.48
D 66.80 44.37
D 66.78 44.37
D 66.67 44.48
D 66.67 44.57
D 66.62 44.40
D 66.50 44.37
D 66.47 44.25
D 66.32 44.12
D 66.18 44.08
D 66.08 44.17
D 66.00 44.12
D 65.93 44.18
D 65.87 44.18
D 66.02 44.02
D 66.08 44.05
D 66.18 43.85
D 66.18 43.70
D 66.15 43.63
D 66.13 43.50
D 66.08 43.38
D 66.07 43.38
D 66.03 43.52
D 65.97 43.52
D 66.03 43.45
D 66.03 43.35
D 66.10 43.30
D 66.10 43.37
D 66.15 43.45
D 66.20 43.63
D 66.23 43.70
D 66.27 43.67
D 66.32 43.57
D 66.33 43.38
D 66.42 43.30
D 66.42 43.00
D 66.38 42.55
D 66.40 42.58
D 66.42 42.67
D 66.45 42.65
D 66.47 42.58
D 66.53 42.22
D 66.50 42.13
D 66.33 41.92
D 66.18 41.65
D 66.17 41.65
D 66.15 41.53
D 66.07 41.35
D 66.00 41.00
D 65.97 40.70
D 65.78 40.42
D 65.68 40.12
D 65.62 39.85
D 65.57 39.77
D 65.52 39.72
D 65.38 39.72
D 65.22 39.95
D 65.05 40.13
D 65.02 40.28
D 64.93 40.37
D 64.80 40.45
D 64.77 40.52
D 64.75 40.52
D 64.77 40.47
D 64.75 40.42
D 64.73 40.42
D 64.57 40.53
D 64.53 40.52
D 64.57 40.35
D 64.55 40.18
D 64.62 40.05
D 64.67 39.83
D 64.60 39.78
D 64.62 39.88
D 64.60 39.92
D 64.58 39.75
D 64.55 39.75
D 64.57 39.55
D 64.75 38.93
D 64.78 38.65
D 64.82 38.47
D 64.80 38.42
D 64.77 38.48
D 64.75 38.48
D 64.75 38.35
D 64.75 38.30
D 64.72 38.18
D 64.67 38.17
D 64.63 38.05
D 64.65 38.03
D 64.70 38.13
D 64.73 38.03
D 64.77 38.05
D 64.78 38.17
D 64.78 38.25
D 64.80 38.32
D 64.77 38.40
D 64.80 38.37
D 64.87 38.42
D 64.85 38.22
D 64.85 38.07
D 64.88 37.98
D 64.97 37.75
D 65.02 37.75
D 65.05 37.72
D 65.13 37.43
D 65.15 37.30
D 65.20 37.03
D 65.18 36.85
D 65.17 36.83
D 65.08 36.87
D 65.02 36.82
D 64.98 36.83
D 64.92 36.65
D 64.93 36.58
D 64.95 36.52
D 64.95 36.43
D 64.87 36.47
D 64.83 36.57
D 64.83 36.50
D 64.75 36.55
D 64.72 36.72
D 64.50 37.00
D 64.38 37.18
D 64.35 37.35
D 64.38 37.50
D 64.38 37.58
D 64.37 37.63
D 64.40 37.67
D 64.43 37.70
D 64.45 37.77
D 64.45 37.80
D 64.38 37.80
D 64.37 37.85
D 64.35 37.95
D 64.33 37.90
D 64.30 38.02
D 64.23 37.90
D 64.15 38.05
D 64.02 38.08
D 63.93 38.00
D 63.90 37.82
D 63.92 37.65
D 63.88 37.58
D 63.85 37.58
D 63.82 37.53
D 63.80 37.40
D 63.82 37.28
D 63.88 37.17
D 63.90 36.98
D 63.93 36.93
D 63.90 36.85
D 63.93 36.77
D 63.92 36.68
D 63.97 36.60
D 63.97 36.48
D 64.00 36.45
D 64.02 36.28
D 64.07 36.28
D 64.10 36.22
D 64.15 36.28
D 64.15 36.22
D 64.25 36.08
D 64.23 36.03
D 64.18 36.00
D 64.25 35.90
D 64.32 35.87
D 64.40 35.57
D 64.33 35.58
D 64.33 35.43
M 64.33 35.43
D 64.37 35.32
D 64.38 35.13
D 64.43 35.10
D 64.45 34.95
D 64.52 34.95
D 64.52 34.85
D 64.55 34.75
D 64.55 34.82
D 64.58 34.83
D 64.63 34.97
D 64.70 34.83
D 64.72 34.82
D 64.77 35.02
D 64.78 34.90
D 64.77 34.83
D 64.75 34.80
D 64.77 34.75
D 64.80 34.87
D 64.85 34.95
D 64.97 34.77
D 64.98 34.70
D 65.03 34.82
D 65.05 34.80
D 65.05 34.75
D 65.10 34.78
D 65.12 34.67
D 65.15 34.67
D 65.17 34.63
D 65.18 34.68
D 65.23 34.60
D 65.25 34.63
D 65.25 34.53
D 65.28 34.53
D 65.28 34.47
D 65.35 34.47
D 65.38 34.40
D 65.38 34.30
D 65.38 34.32
D 65.38 34.38
D 65.42 34.37
D 65.40 34.50
D 65.45 34.50
D 65.45 34.68
D 65.48 34.63
D 65.52 34.72
D 65.58 34.73
D 65.60 34.78
D 65.67 34.73
D 65.67 34.70
D 65.72 34.75
D 65.72 34.68
D 65.80 34.68
D 65.70 34.92
D 65.72 34.97
D 65.75 34.90
D 65.77 34.87
D 65.83 34.90
D 65.82 34.83
D 65.88 34.87
D 65.90 34.85
D 65.92 34.77
D 65.90 34.70
D 65.93 34.72
D 65.95 34.67
D 65.98 34.72
D 66.05 34.62
D 66.07 34.57
D 66.08 34.55
D 66.15 34.35
D 66.18 34.15
D 66.20 34.17
D 66.25 34.10
D 66.25 33.97
D 66.22 33.90
D 66.27 33.88
D 66.30 33.62
D 66.32 33.65
D 66.33 33.62
D 66.32 33.50
D 66.32 33.32
D 66.35 33.43
D 66.35 33.67
D 66.37 33.65
D 66.40 33.52
D 66.42 33.72
D 66.43 33.73
D 66.45 33.58
D 66.48 33.63
D 66.48 33.60
D 66.47 33.53
D 66.48 33.32
D 66.52 33.30
D 66.53 33.22
D 66.50 33.12
D 66.52 32.95
D 66.53 32.95
D 66.55 33.07
D 66.55 33.17
D 66.57 33.17
D 66.52 33.48
D 66.52 33.53
D 66.53 33.53
D 66.55 33.45
D 66.58 33.42
D 66.62 33.25
D 66.62 33.22
D 66.58 33.22
D 66.60 33.12
D 66.57 33.10
D 66.58 32.87
D 66.60 32.88
D 66.60 33.07
D 66.65 33.13
D 66.62 33.32
D 66.65 33.32
D 66.68 33.18
D 66.68 32.97
D 66.72 32.80
D 66.73 32.77
D 66.73 32.85
D 66.73 32.87
D 66.73 32.93
D 66.77 32.92
D 66.80 32.68
D 66.83 32.68
D 66.88 32.55
D 66.88 32.42
D 66.90 32.48
D 66.93 32.50
D 66.95 32.38
D 66.95 32.53
D 66.97 32.57
D 67.03 32.50
D 67.07 32.28
D 67.08 32.35
D 67.12 32.25
D 67.12 32.10
D 67.12 31.92
D 67.15 31.92
D 67.15 31.85
D 67.17 31.88
D 67.13 32.07
D 67.17 32.37
D 67.13 32.45
D 67.13 32.60
D 67.08 32.77
D 67.08 32.97
D 67.05 32.80
D 66.98 32.82
D 66.82 33.18
D 66.72 33.53
D 66.73 33.55
D 66.77 33.48
D 66.73 33.55
D 66.78 33.52
D 66.75 33.63
D 66.78 33.53
D 66.82 33.52
D 66.78 33.58
D 66.83 33.58
D 66.80 33.63
D 66.80 33.67
D 66.77 33.77
D 66.70 33.83
D 66.70 33.87
D 66.72 33.88
D 66.68 33.93
D 66.68 34.02
D 66.70 34.03
D 66.68 34.05
D 66.70 34.10
D 66.77 34.15
D 66.72 34.15
D 66.67 34.08
D 66.67 34.15
D 66.68 34.17
D 66.67 34.20
D 66.67 34.32
D 66.65 34.48
D 66.65 34.52
D 66.63 34.52
D 66.63 34.37
D 66.62 34.35
D 66.53 34.47
D 66.53 34.55
D 66.60 34.78
D 66.60 34.88
D 66.53 35.03
D 66.47 35.20
D 66.45 35.33
D 66.42 35.38
D 66.38 35.52
D 66.38 35.68
D 66.30 36.38
D 66.27 36.97
D 66.25 37.15
D 66.20 37.40
D 66.13 37.60
D 66.08 37.97
D 66.05 38.55
D 66.08 38.83
D 66.10 38.93
D 66.12 39.25
D 66.13 39.35
D 66.18 39.53
D 66.20 39.73
D 66.23 39.85
D 66.28 40.07
D 66.33 40.18
D 66.40 40.45
D 66.45 40.57
D 66.50 40.60
D 66.53 40.72
D 66.58 40.73
D 66.78 41.13
D 66.83 41.22
D 66.95 41.30
D 67.00 41.27
D 67.00 41.33
D 67.02 41.37
D 67.08 41.33
D 67.12 41.38
D 67.15 41.33
D 67.20 41.37
D 67.23 41.32
D 67.22 41.25
D 67.23 41.13
D 67.25 41.12
D 67.42 41.15
D 67.47 41.08
D 67.47 41.00
D 67.53 41.02
D 67.55 40.98
D 67.63 41.05
D 67.72 41.00
D 67.73 40.92
D 67.72 40.82
D 67.78 40.68
D 67.82 40.67
D 67.80 40.57
D 67.75 40.55
D 67.75 40.48
D 67.83 40.32
D 67.85 40.42
D 67.90 40.37
D 67.90 40.28
D 67.93 40.27
D 67.95 40.13
D 68.00 40.08
D 68.03 39.98
D 68.10 39.93
D 68.17 39.78
D 68.17 39.73
D 68.17 39.70
D 68.12 39.78
D 68.03 39.85
D 68.07 39.52
D 68.13 39.37
D 68.27 38.93
D 68.28 38.95
D 68.30 38.93
D 68.32 38.78
D 68.38 38.62
D 68.38 38.60
D 68.35 38.60
D 68.37 38.52
D 68.37 38.50
D 68.28 38.77
D 68.35 38.45
D 68.33 38.40
D 68.40 38.40
D 68.43 38.33
D 68.47 38.22
D 68.48 38.20
D 68.50 38.07
D 68.55 38.03
D 68.65 37.82
D 68.73 37.58
D 68.73 37.45
D 68.78 37.37
D 68.80 37.23
D 68.83 37.23
D 68.95 36.75
D 69.02 36.60
D 69.05 36.33
D 69.07 36.27
D 69.10 36.25
D 69.13 36.08
D 69.12 36.07
D 69.17 35.98
D 69.27 35.33
D 69.27 35.15
D 69.22 35.27
D 69.18 35.18
D 69.22 35.10
D 69.22 35.03
D 69.18 34.97
D 69.23 34.98
D 69.25 34.67
D 69.27 34.60
D 69.28 34.42
D 69.30 34.42
D 69.32 34.35
D 69.32 34.08
D 69.33 33.95
D 69.33 33.85
D 69.30 33.87
D 69.32 33.78
D 69.30 33.72
D 69.32 33.75
D 69.33 33.72
D 69.32 33.58
D 69.20 33.57
D 69.15 33.50
D 69.13 33.45
D 69.10 33.43
D 69.05 33.07
D 68.95 33.02
D 69.07 33.03
D 69.08 33.12
D 69.10 33.27
D 69.15 33.40
D 69.18 33.52
D 69.22 33.53
D 69.20 33.42
D 69.22 33.40
D 69.23 33.40
D 69.23 33.30
D 69.25 33.43
D 69.27 33.47
D 69.28 33.40
D 69.27 33.25
D 69.27 33.23
D 69.30 33.28
D 69.30 33.37
D 69.35 33.48
D 69.37 33.50
D 69.37 33.42
D 69.40 33.50
D 69.42 33.52
D 69.45 33.45
D 69.43 33.35
D 69.45 33.32
D 69.40 33.08
D 69.38 32.97
D 69.30 32.90
D 69.32 32.87
D 69.30 32.82
D 69.35 32.83
D 69.47 33.08
D 69.47 32.90
D 69.42 32.78
D 69.45 32.80
D 69.47 32.90
D 69.48 32.87
D 69.50 32.67
D 69.48 32.62
D 69.48 32.58
D 69.50 32.55
D 69.48 32.53
D 69.48 32.45
D 69.47 32.42
D 69.43 32.28
D 69.43 32.18
D 69.43 32.28
D 69.50 32.42
D 69.50 32.50
D 69.53 32.40
D 69.57 32.43
D 69.58 32.38
D 69.57 32.28
D 69.60 32.13
D 69.57 32.02
D 69.63 32.07
D 69.65 31.97
D 69.67 32.10
D 69.75 32.12
D 69.72 32.18
D 69.65 32.17
D 69.63 32.37
D 69.65 32.43
D 69.63 32.48
D 69.58 32.87
D 69.62 33.05
D 69.65 33.12
D 69.73 33.13
D 69.75 33.10
D 69.80 32.70
D 69.78 32.65
D 69.78 32.58
D 69.80 32.50
D 69.85 32.50
D 69.88 32.35
D 69.88 32.25
D 69.95 32.08
D 69.97 31.93
D 69.92 31.92
D 69.90 31.98
D 69.78 32.10
D 69.78 32.07
D 69.77 32.05
D 69.80 32.02
D 69.85 31.82
D 69.83 31.73
D 69.80 31.72
D 69.73 31.68
D 69.70 31.80
D 69.68 31.80
D 69.70 31.53
D 69.68 31.53
D 69.70 31.45
D 69.68 31.43
D 69.62 31.30
D 69.68 31.40
D 69.72 31.40
D 69.75 31.27
D 69.80 30.88
D 69.78 30.80
M 69.78 30.80
D 69.77 30.72
D 69.78 30.70
D 69.80 30.72
D 69.82 30.55
D 69.82 30.45
D 69.78 30.45
D 69.68 30.45
D 69.67 30.42
D 69.67 30.33
D 69.68 30.40
D 69.70 30.42
D 69.83 30.40
D 69.83 30.38
D 69.83 30.28
D 69.87 30.33
D 69.88 30.30
D 69.87 30.17
D 69.80 30.15
D 69.77 30.22
D 69.75 30.12
D 69.68 30.18
D 69.70 30.12
D 69.73 30.07
D 69.68 29.93
D 69.70 29.93
D 69.73 30.03
D 69.77 30.05
D 69.75 29.95
D 69.73 29.90
D 69.73 29.80
D 69.73 29.67
D 69.65 29.48
D 69.70 29.55
D 69.70 29.52
D 69.72 29.58
D 69.77 29.63
D 69.78 29.70
D 69.83 29.77
D 69.92 29.72
D 69.90 29.65
D 69.92 29.53
D 69.85 29.43
D 69.85 29.37
D 69.90 29.43
D 69.97 29.68
D 70.02 29.33
D 70.00 29.13
D 70.03 29.18
D 70.03 29.13
D 70.05 29.13
D 70.08 28.77
D 70.08 28.75
D 70.10 28.85
D 70.10 28.62
D 70.17 28.75
D 70.17 28.60
D 70.18 28.70
D 70.13 29.02
D 70.13 29.15
D 70.07 29.80
D 70.07 30.15
D 70.08 30.12
D 70.10 30.23
D 70.13 30.35
D 70.15 30.38
D 70.18 30.37
D 70.20 30.50
D 70.23 30.52
D 70.27 30.77
D 70.27 30.92
D 70.28 31.07
D 70.33 31.02
D 70.37 31.05
D 70.45 30.95
D 70.43 30.83
D 70.42 30.80
D 70.45 30.75
D 70.47 30.72
D 70.50 30.57
D 70.53 30.60
D 70.53 30.58
D 70.55 30.45
D 70.53 30.32
D 70.52 30.15
D 70.53 30.00
D 70.53 30.17
D 70.55 30.12
D 70.55 30.23
D 70.60 30.35
D 70.63 30.22
D 70.63 30.10
D 70.67 30.20
D 70.72 30.10
D 70.70 29.95
D 70.63 29.85
D 70.62 29.70
D 70.62 29.68
D 70.67 29.77
D 70.70 29.78
D 70.73 29.78
D 70.75 29.70
D 70.70 29.55
D 70.70 29.40
D 70.67 29.33
D 70.65 29.28
D 70.68 29.30
D 70.70 29.37
D 70.72 29.33
D 70.73 29.42
D 70.73 29.30
D 70.78 29.40
D 70.80 29.28
D 70.85 29.25
D 70.85 29.07
D 70.87 29.10
D 70.88 28.90
D 70.87 28.82
D 70.87 28.75
D 70.78 28.65
D 70.73 28.55
D 70.70 28.53
D 70.67 28.62
D 70.67 28.50
D 70.55 28.40
D 70.52 28.47
D 70.50 28.55
D 70.48 28.50
D 70.45 28.52
D 70.45 28.47
D 70.48 28.45
D 70.47 28.33
D 70.43 28.32
D 70.42 28.25
D 70.28 28.18
D 70.17 28.23
D 70.08 28.13
D 70.07 28.02
D 70.08 28.10
D 70.15 28.18
D 70.37 28.15
D 70.50 28.33
D 70.50 28.23
D 70.43 28.12
D 70.47 28.13
D 70.43 28.07
D 70.45 28.03
D 70.50 28.18
D 70.47 27.95
D 70.48 27.97
D 70.43 27.88
D 70.48 27.85
D 70.62 28.22
D 70.65 28.28
D 70.72 28.30
D 70.67 28.13
D 70.62 27.83
D 70.60 27.65
D 70.65 27.87
D 70.67 27.88
D 70.70 28.07
D 70.73 28.13
D 70.77 27.88
D 70.73 27.77
D 70.77 27.83
D 70.78 27.77
D 70.78 27.93
D 70.82 28.00
D 70.78 28.02
D 70.78 28.13
D 70.78 28.27
D 70.80 28.30
D 70.83 28.22
D 70.83 28.37
D 70.85 28.35
D 70.85 28.43
D 70.87 28.45
D 70.88 28.37
D 70.88 28.47
D 70.97 28.55
D 70.98 28.48
D 71.00 28.35
D 70.97 28.22
D 71.00 28.23
D 71.00 28.18
D 71.02 28.20
D 71.05 28.27
D 71.08 28.20
D 71.07 28.13
D 71.03 28.08
D 71.07 28.03
D 71.03 27.88
D 71.05 27.77
D 71.05 27.75
D 71.07 27.70
D 71.10 27.73
D 71.12 27.65
D 71.08 27.65
D 71.08 27.52
D 71.02 27.53
D 71.02 27.58
D 70.95 27.57
D 70.95 27.52
D 71.00 27.48
D 71.03 27.27
D 71.00 27.22
D 70.93 27.35
D 70.97 27.17
D 70.95 27.13
D 70.92 27.12
D 70.90 27.17
D 70.88 27.30
D 70.88 27.35
D 70.92 27.40
D 70.90 27.40
D 70.87 27.38
D 70.87 27.52
D 70.83 27.53
D 70.82 27.48
D 70.80 27.63
D 70.82 27.33
D 70.80 27.30
D 70.77 27.28
D 70.75 27.35
D 70.73 27.32
D 70.75 27.25
D 70.73 27.13
D 70.70 27.08
D 70.68 27.15
D 70.63 27.10
D 70.58 27.27
D 70.62 27.07
D 70.57 26.97
D 70.55 27.00
D 70.53 26.97
D 70.47 27.10
D 70.45 26.95
D 70.47 26.93
D 70.48 26.95
D 70.48 26.85
D 70.47 26.80
D 70.42 26.75
D 70.42 26.65
D 70.40 26.63
D 70.38 26.65
D 70.37 26.58
D 70.35 26.55
D 70.37 26.50
D 70.43 26.52
D 70.47 26.57
D 70.52 26.57
D 70.53 26.60
D 70.63 26.65
D 70.65 26.55
D 70.63 26.35
D 70.70 26.63
D 70.73 26.68
D 70.83 26.75
D 70.83 26.67
D 70.85 26.67
D 70.90 26.73
D 70.95 26.70
D 70.93 26.55
D 70.87 26.37
D 70.77 26.17
D 70.72 26.13
D 70.72 26.07
D 70.60 26.00
D 70.35 25.45
D 70.32 25.42
D 70.30 25.53
D 70.28 25.53
D 70.20 25.38
D 70.18 25.32
D 70.08 25.23
D 70.08 25.15
D 70.08 25.08
D 70.12 25.08
D 70.13 25.13
D 70.12 25.07
D 70.15 25.08
D 70.12 25.00
D 70.07 25.05
D 70.07 25.00
D 70.10 24.93
D 70.22 24.98
D 70.30 25.20
D 70.33 25.18
D 70.32 25.12
D 70.35 25.13
D 70.37 25.08
D 70.40 25.18
D 70.38 25.25
D 70.40 25.27
D 70.43 25.25
D 70.47 25.28
D 70.48 25.05
D 70.48 25.10
D 70.48 25.27
D 70.52 25.27
D 70.50 25.07
D 70.57 25.25
D 70.67 25.45
D 70.72 25.63
D 70.73 25.65
D 70.75 25.63
D 70.78 25.75
D 70.87 25.93
D 70.88 25.90
D 70.90 25.85
D 70.85 25.77
D 70.88 25.72
D 70.88 25.63
D 70.85 25.53
D 70.87 25.52
D 70.83 25.47
D 70.85 25.43
D 70.87 25.45
D 70.90 25.53
D 70.97 25.37
D 70.95 25.33
D 70.90 25.40
D 70.85 25.38
D 70.82 25.35
D 70.80 25.28
D 70.78 25.25
D 70.85 25.25
D 70.92 25.17
D 70.88 25.08
D 70.85 25.07
D 70.87 24.92
D 70.93 25.07
D 70.97 24.98
D 70.92 24.98
D 70.90 24.83
D 70.93 24.87
D 70.97 24.78
D 70.97 24.60
D 70.95 24.65
D 70.93 24.57
D 70.90 24.63
D 70.90 24.62
D 70.87 24.73
D 70.85 24.60
D 70.78 24.63
D 70.82 24.47
D 70.87 24.40
D 70.83 24.27
D 70.77 24.25
D 70.73 24.57
D 70.65 24.73
D 70.62 24.73
D 70.62 24.68
D 70.62 24.62
D 70.67 24.48
D 70.68 24.38
D 70.68 24.37
D 70.67 24.28
D 70.62 24.27
D 70.60 24.27
D 70.53 24.10
D 70.52 24.25
D 70.45 24.35
D 70.48 24.25
D 70.52 23.98
D 70.48 23.82
D 70.45 23.77
D 70.37 23.52
D 70.32 23.47
D 70.32 23.53
D 70.30 23.53
D 70.30 23.62
D 70.28 23.43
D 70.25 23.30
D 70.23 23.32
D 70.25 23.43
D 70.23 23.53
D 70.22 23.25
D 70.18 23.32
D 70.18 23.42
D 70.17 23.30
D 70.13 23.40
D 70.10 23.37
D 70.08 23.18
D 70.03 23.33
D 70.02 23.53
D 69.98 23.47
D 69.93 23.32
D 69.97 23.35
D 70.00 23.32
D 69.93 23.13
D 69.95 23.10
D 69.97 23.15
D 69.98 23.12
D 70.03 23.13
D 70.02 23.05
D 70.03 23.02
D 70.15 23.00
D 70.10 22.87
D 70.03 22.30
D 70.08 22.45
D 70.12 22.82
D 70.20 22.97
D 70.22 22.70
D 70.22 22.60
D 70.23 22.58
D 70.25 22.40
D 70.20 22.35
D 70.17 22.33
D 70.13 22.52
D 70.12 22.55
D 70.15 22.37
